Id,SalePrice
1461,126681.516
1462,174098.16
1463,168377.75
1464,189318.95
1465,201981.19
1466,176917.3
1467,178129.23
1468,166213.36
1469,178115.67
1470,110764.336
1471,192347.7
1472,92220.16
1473,90664.75
1474,151262.81
1475,139772.83
1476,362424.56
1477,261769.73
1478,310128.78
1479,292223.6
1480,442471.7
1481,321572.34
1482,230377.84
1483,178983.06
1484,177477.75
1485,170489.69
1486,204685.97
1487,333837.5
1488,259796.77
1489,186821.88
1490,184392.34
1491,202832.39
1492,100042.35
1493,176031.27
1494,294626.72
1495,294085.78
1496,208311.8
1497,192658.28
1498,157661.0
1499,156042.64
1500,145871.2
1501,164532.95
1502,139474.94
1503,257558.88
1504,242117.66
1505,208186.23
1506,204886.2
1507,250300.9
1508,201618.58
1509,161112.33
1510,138554.45
1511,139130.62
1512,167384.83
1513,162086.78
1514,185664.78
1515,206761.33
1516,154415.36
1517,166167.19
1518,150399.2
1519,205446.06
1520,135866.14
1521,136295.53
1522,149243.27
1523,115076.52
1524,134581.84
1525,135949.72
1526,122753.2
1527,96975.66
1528,150012.31
1529,139634.33
1530,175532.98
1531,111791.19
1532,102598.63
1533,155033.94
1534,132367.7
1535,161191.88
1536,122098.9
1537,58894.527
1538,191340.67
1539,209875.78
1540,124581.91
1541,135929.47
1542,144169.17
1543,197489.58
1544,83812.98
1545,111635.44
1546,113977.875
1547,122647.28
1548,142177.42
1549,97826.016
1550,120965.484
1551,110913.44
1552,132499.06
1553,158669.2
1554,122122.77
1555,157891.12
1556,81817.29
1557,106680.945
1558,96218.11
1559,119601.64
1560,138012.48
1561,137238.4
1562,131582.12
1563,113250.07
1564,157150.75
1565,137389.94
1566,229835.3
1567,82273.195
1568,206515.98
1569,124173.31
1570,135427.86
1571,117924.44
1572,147101.2
1573,224170.33
1574,126287.03
1575,187298.0
1576,215357.83
1577,188458.88
1578,149725.25
1579,135145.69
1580,195719.38
1581,164458.19
1582,124823.92
1583,306445.78
1584,237275.92
1585,145111.44
1586,67899.35
1587,111675.05
1588,144967.19
1589,109652.13
1590,143279.42
1591,107488.98
1592,123016.164
1593,118216.234
1594,201884.1
1595,105794.43
1596,222675.03
1597,180218.05
1598,198599.31
1599,186090.55
1600,188643.28
1601,52008.77
1602,95237.88
1603,96899.75
1604,257181.08
1605,255172.0
1606,177278.67
1607,212867.06
1608,199959.94
1609,187851.67
1610,151980.16
1611,141519.2
1612,167821.8
1613,173331.11
1614,128129.91
1615,102694.66
1616,79592.586
1617,94327.89
1618,132124.5
1619,143264.56
1620,195759.88
1621,141358.78
1622,139838.66
1623,267649.94
1624,193548.58
1625,121472.88
1626,158522.25
1627,175273.64
1628,273181.34
1629,167248.88
1630,354417.97
1631,232611.8
1632,256845.1
1633,162565.73
1634,177812.9
1635,166061.3
1636,155286.84
1637,184764.72
1638,217376.9
1639,188370.5
1640,282034.2
1641,162583.2
1642,217677.25
1643,237408.33
1644,230544.42
1645,194928.06
1646,150083.52
1647,155023.89
1648,142488.95
1649,146665.28
1650,115977.03
1651,129922.15
1652,93667.59
1653,98622.555
1654,148298.38
1655,145319.98
1656,146848.47
1657,149679.95
1658,147492.89
1659,140326.5
1660,147453.14
1661,404891.5
1662,371578.06
1663,354286.5
1664,468403.44
1665,318432.1
1666,291968.4
1667,345924.44
1668,317851.53
1669,288137.25
1670,327372.06
1671,246764.36
1672,405141.6
1673,305329.38
1674,262284.78
1675,176193.3
1676,172594.86
1677,198952.86
1678,445464.0
1679,339165.88
1680,331665.94
1681,277708.72
1682,281873.8
1683,196610.48
1684,186175.34
1685,173664.5
1686,182559.47
1687,167282.2
1688,197964.81
1689,197088.44
1690,185187.05
1691,172895.64
1692,244735.9
1693,167538.83
1694,171067.86
1695,164232.95
1696,264305.84
1697,176290.86
1698,341162.75
1699,302275.22
1700,233627.56
1701,270330.16
1702,277897.5
1703,269823.9
1704,276649.28
1705,240394.0
1706,406269.28
1707,208313.52
1708,204092.72
1709,293167.2
1710,237617.56
1711,245763.52
1712,292101.8
1713,235489.67
1714,217022.44
1715,197182.48
1716,205562.12
1717,178714.27
1718,159890.77
1719,220549.08
1720,249390.86
1721,178196.88
1722,153885.36
1723,153086.47
1724,208618.16
1725,229547.22
1726,186289.4
1727,161425.98
1728,181376.08
1729,160445.88
1730,174279.4
1731,119144.234
1732,116578.99
1733,114341.56
1734,132244.7
1735,131028.086
1736,121651.125
1737,258321.86
1738,230159.23
1739,284486.38
1740,210931.55
1741,173006.84
1742,162752.64
1743,170128.89
1744,305212.6
1745,224886.89
1746,245978.19
1747,214780.14
1748,243189.7
1749,139118.06
1750,143229.84
1751,248480.3
1752,120807.23
1753,154511.22
1754,218924.44
1755,163399.98
1756,121930.52
1757,127413.54
1758,137097.72
1759,161999.53
1760,150588.27
1761,147975.53
1762,192910.19
1763,170164.72
1764,115858.47
1765,170919.19
1766,173643.47
1767,220548.39
1768,145631.8
1769,178858.89
1770,152088.77
1771,130090.195
1772,140415.31
1773,127694.01
1774,148804.03
1775,143547.16
1776,114504.8
1777,111165.18
1778,145031.52
1779,104630.84
1780,166855.33
1781,135493.19
1782,81592.15
1783,132158.11
1784,95797.87
1785,128663.72
1786,114157.12
1787,172324.62
1788,70969.42
1789,101444.48
1790,63983.434
1791,228261.97
1792,181172.45
1793,115366.33
1794,160264.47
1795,144144.78
1796,120837.02
1797,116618.805
1798,128859.86
1799,108299.27
1800,115209.125
1801,140530.5
1802,135168.16
1803,155128.67
1804,142751.25
1805,139026.42
1806,148362.4
1807,143311.4
1808,134246.11
1809,139556.05
1810,129601.555
1811,124583.375
1812,108404.12
1813,127096.266
1814,87737.1
1815,43207.523
1816,102267.586
1817,92124.24
1818,158151.9
1819,109851.82
1820,75568.01
1821,114369.0
1822,138124.78
1823,53466.53
1824,144436.53
1825,127588.016
1826,85482.1
1827,108032.97
1828,136699.0
1829,107024.734
1830,146265.5
1831,176883.8
1832,110205.64
1833,140404.31
1834,118662.305
1835,143323.94
1836,146649.45
1837,95996.78
1838,132268.6
1839,100130.3
1840,147960.77
1841,146917.25
1842,82270.63
1843,138026.83
1844,130343.69
1845,132659.5
1846,142955.2
1847,164376.73
1848,56113.31
1849,122453.875
1850,122836.98
1851,159402.94
1852,128650.555
1853,132009.48
1854,173614.97
1855,130288.89
1856,220815.53
1857,163295.33
1858,162066.86
1859,123416.266
1860,137263.95
1861,122547.164
1862,298923.62
1863,294086.78
1864,294132.47
1865,305187.22
1866,314763.66
1867,247473.48
1868,294255.16
1869,190275.17
1870,222681.58
1871,250028.23
1872,173335.39
1873,227029.33
1874,154566.23
1875,204872.83
1876,184912.39
1877,203262.55
1878,209374.25
1879,137596.2
1880,140042.98
1881,224009.56
1882,269475.25
1883,203346.88
1884,213436.22
1885,246172.38
1886,285387.78
1887,194074.55
1888,263043.2
1889,175085.11
1890,130786.62
1891,138584.2
1892,103037.31
1893,119327.29
1894,156308.12
1895,138480.6
1896,116922.89
1897,98744.19
1898,106684.72
1899,139960.38
1900,129433.52
1901,132442.06
1902,132809.08
1903,218308.02
1904,132914.7
1905,180709.67
1906,157816.08
1907,170547.3
1908,108687.59
1909,122018.49
1910,122191.08
1911,198565.03
1912,302668.44
1913,136691.47
1914,70953.54
1915,260815.33
1916,88451.1
1917,268117.47
1918,138610.17
1919,167576.5
1920,169084.92
1921,365798.94
1922,308331.66
1923,235078.39
1924,196638.36
1925,230159.8
1926,347814.84
1927,145831.19
1928,148914.97
1929,133085.75
1930,120783.96
1931,134097.42
1932,142621.1
1933,166951.53
1934,174881.2
1935,164547.66
1936,177792.19
1937,190134.97
1938,166799.75
1939,234292.03
1940,202137.7
1941,179787.88
1942,188089.77
1943,207174.81
1944,320172.12
1945,333807.72
1946,121804.88
1947,310100.53
1948,183588.81
1949,230105.17
1950,206266.0
1951,258891.23
1952,223662.83
1953,151322.75
1954,197164.44
1955,138222.0
1956,284412.84
1957,159956.45
1958,287611.12
1959,156193.9
1960,123964.85
1961,113962.88
1962,93667.59
1963,98837.45
1964,108241.27
1965,151315.03
1966,156175.38
1967,264249.12
1968,372349.56
1969,346429.34
1970,405036.38
1971,419842.44
1972,346878.38
1973,269936.88
1974,297478.16
1975,443551.9
1976,258679.33
1977,348561.3
1978,364955.62
1979,331659.28
1980,211364.14
1981,322407.75
1982,226454.34
1983,226454.34
1984,182539.16
1985,202308.0
1986,209055.23
1987,182207.67
1988,174046.28
1989,198009.0
1990,216187.64
1991,217581.84
1992,219519.7
1993,174964.56
1994,255648.92
1995,194470.9
1996,280013.8
1997,326447.62
1998,309318.25
1999,244670.81
2000,306369.53
2001,245637.69
2002,227253.89
2003,276262.97
2004,253573.11
2005,245493.28
2006,233582.94
2007,271825.78
2008,185621.42
2009,186244.48
2010,203085.27
2011,165709.39
2012,181139.88
2013,173271.53
2014,176578.5
2015,196736.0
2016,181811.05
2017,194423.81
2018,116269.24
2019,141710.69
2020,115389.57
2021,103176.484
2022,167018.69
2023,142708.23
2024,249077.12
2025,392058.7
2026,183814.33
2027,146931.94
2028,172521.9
2029,161220.52
2030,287269.16
2031,248752.56
2032,263677.5
2033,278094.4
2034,164164.2
2035,211700.11
2036,210402.1
2037,211448.36
2038,329434.66
2039,205279.53
2040,341132.03
2041,290426.9
2042,206084.86
2043,178254.8
2044,175049.11
2045,226727.94
2046,172380.7
2047,144197.38
2048,133808.72
2049,160838.03
2050,186739.31
2051,98524.414
2052,131358.83
2053,152862.31
2054,81020.24
2055,156027.9
2056,152816.95
2057,116647.125
2058,211181.52
2059,121019.87
2060,163260.31
2061,175628.23
2062,126664.125
2063,115211.15
2064,140699.44
2065,125379.53
2066,141071.8
2067,110102.92
2068,162792.81
2069,89661.8
2070,116947.945
2071,83868.76
2072,114377.46
2073,129655.88
2074,175881.6
2075,152778.55
2076,122880.37
2077,144230.1
2078,123115.39
2079,133815.0
2080,135506.39
2081,126152.64
2082,171123.64
2083,140367.28
2084,120015.53
2085,126688.01
2086,135833.61
2087,137629.81
2088,92182.44
2089,82380.34
2090,127637.91
2091,117039.71
2092,130150.25
2093,123335.99
2094,118414.81
2095,140840.31
2096,83677.53
2097,106538.85
2098,135433.25
2099,52844.03
2100,93445.19
2101,110776.82
2102,142500.39
2103,88646.34
2104,158397.78
2105,137363.8
2106,72743.69
2107,209274.47
2108,127160.164
2109,120444.43
2110,126991.04
2111,172869.7
2112,150254.69
2113,111404.58
2114,121350.92
2115,160979.47
2116,106445.0
2117,143102.66
2118,119018.86
2119,123735.945
2120,103616.25
2121,107913.85
2122,96391.04
2123,86810.88
2124,141490.4
2125,139260.92
2126,116693.086
2127,181458.61
2128,145403.14
2129,106726.35
2130,148396.4
2131,130256.59
2132,117396.71
2133,128268.875
2134,116227.54
2135,99010.0
2136,74459.14
2137,128682.125
2138,142502.97
2139,142350.97
2140,137408.0
2141,143476.2
2142,136585.73
2143,144287.06
2144,109528.266
2145,153786.31
2146,171910.97
2147,111454.74
2148,126627.164
2149,135737.58
2150,210780.6
2151,114837.54
2152,178188.7
2153,158148.34
2154,118028.86
2155,149978.84
2156,270107.34
2157,216128.2
2158,231742.3
2159,215372.39
2160,180880.02
2161,264512.1
2162,385204.4
2163,321386.88
2164,231741.66
2165,176422.47
2166,154559.53
2167,197975.11
2168,195349.8
2169,195195.98
2170,220758.3
2171,150485.03
2172,149020.89
2173,153448.97
2174,251679.73
2175,298919.72
2176,281704.6
2177,263263.62
2178,237309.3
2179,145736.67
2180,214074.86
2181,205788.75
2182,235753.52
2183,198771.44
2184,129578.87
2185,117492.28
2186,148763.78
2187,157760.2
2188,163584.19
2189,309413.34
2190,100880.04
2191,102009.33
2192,95255.805
2193,111384.03
2194,115908.73
2195,107808.914
2196,116073.82
2197,113598.79
2198,174128.88
2199,167609.11
2200,117764.3
2201,117452.305
2202,189154.7
2203,128198.164
2204,156694.17
2205,120648.02
2206,127731.3
2207,180812.89
2208,247800.39
2209,176013.55
2210,108892.95
2211,121216.28
2212,126528.0
2213,115964.68
2214,128278.62
2215,100121.625
2216,159432.03
2217,76233.336
2218,88119.97
2219,75220.5
2220,75007.2
2221,260815.33
2222,222391.88
2223,267960.5
2224,205690.06
2225,139041.27
2226,167657.69
2227,200047.7
2228,254790.28
2229,253203.92
2230,152699.89
2231,204900.88
2232,174019.95
2233,161651.66
2234,239968.72
2235,199283.92
2236,288821.6
2237,307961.16
2238,186096.25
2239,149079.31
2240,158934.34
2241,149810.33
2242,139598.5
2243,141516.02
2244,96608.52
2245,85499.51
2246,154094.27
2247,133204.17
2248,134605.92
2249,126842.13
2250,136173.1
2251,117606.04
2252,185838.58
2253,149564.05
2254,172064.84
2255,189483.31
2256,181816.55
2257,225572.2
2258,176879.7
2259,179629.45
2260,182452.88
2261,186453.48
2262,204115.45
2263,321074.84
2264,437881.78
2265,190393.16
2266,296788.25
2267,343933.75
2268,374783.4
2269,166793.28
2270,196542.22
2271,212108.55
2272,195122.36
2273,161994.3
2274,153178.28
2275,168371.97
2276,182407.28
2277,189267.97
2278,142685.86
2279,117325.18
2280,130379.59
2281,170712.16
2282,175522.64
2283,106328.36
2284,117936.91
2285,171455.7
2286,128244.05
2287,325502.8
2288,276085.4
2289,332254.03
2290,403171.47
2291,325842.84
2292,389170.66
2293,420838.28
2294,398399.53
2295,425670.03
2296,318503.12
2297,272292.84
2298,325948.16
2299,379711.78
2300,316154.66
2301,236368.83
2302,227841.58
2303,275572.4
2304,272645.7
2305,171620.2
2306,171621.52
2307,176519.22
2308,250963.02
2309,290701.97
2310,224220.36
2311,196456.06
2312,182138.81
2313,177932.77
2314,189750.23
2315,175019.19
2316,194862.81
2317,160015.72
2318,176048.53
2319,185358.8
2320,208334.7
2321,240424.6
2322,187674.25
2323,169603.7
2324,169416.31
